period,category_id,category_name,census_naics,census_label,kind_of_business_source,sales_millions_nsa,sales_note,preliminary_flag,source_id,source_file,source_sheet
2004-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16823,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,27633,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2005-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11740,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13520,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15358,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15338,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15597,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15182,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14865,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16311,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14606,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16126,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17972,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,29465,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2006-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12582,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14111,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16011,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16475,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16703,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16126,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15909,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17432,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16389,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16873,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,18949,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,30652,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2007-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13581,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14682,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17623,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16692,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,18020,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16864,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16459,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,18405,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16346,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17179,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,20035,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,29761,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2008-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13812,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15468,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17341,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16696,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,18616,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16595,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16964,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,18612,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15502,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16397,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,18319,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,26035,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2009-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13060,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14320,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15195,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15953,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16832,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15057,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15627,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17253,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15243,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16642,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17881,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,26378,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2010-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12866,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14432,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16972,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16632,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17284,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15740,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16444,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17522,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15853,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17008,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,19537,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,27815,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2011-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13358,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15538,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17821,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,18209,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,18309,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17355,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17521,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
